Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
28-MAR-2025,55901.55,56238.95,55251.65,55578,127117689,18738.92
27-MAR-2025,54786.65,55585.35,54736.65,55516.35,191618369,17065.32
26-MAR-2025,55590.25,56002.2,54869.35,54973.2,116885849,11082.82
25-MAR-2025,56477.15,56575.65,55214.65,55537.5,173445171,13844.29
24-MAR-2025,55579.35,56380.4,55355.95,56063.4,193701091,14808.66
21-MAR-2025,54274.1,55234.9,54117.1,55150.85,173151928,18503.7
20-MAR-2025,54442.4,54584.4,53842,54344.4,133334270,17092.11
19-MAR-2025,52810.8,54175.5,52624.25,54097.8,155858911,15119.92
18-MAR-2025,51503.25,52715.2,51392.1,52648.5,110371325,9796.35
17-MAR-2025,50856.2,51336.7,50651.3,51248.05,94682405,8746.83
13-MAR-2025,51323.25,51443.45,50652.4,50797.5,89297370,8997.87
12-MAR-2025,51578.55,51749.75,50463,51108.25,112620175,10395.38
11-MAR-2025,50508.25,51501.2,50350.95,51397.45,131432461,11477.35
10-MAR-2025,51947.3,52272.7,50872.7,51048.3,106545251,9617.98
07-MAR-2025,52378.1,52592.15,51842.1,51918.2,112504947,9803.39
06-MAR-2025,52944.6,53114.85,52265.15,52378.35,121082165,11001.76
05-MAR-2025,50866.9,52523.35,50856.75,52475.25,160873412,17580.14
04-MAR-2025,50422.9,51424.65,49991,51041.2,136119101,12396.59
03-MAR-2025,50820.05,51135.65,49910.45,51011.65,156744052,14512.33
28-FEB-2025,51680.4,51728.65,50342.05,50836.35,197575201,22513.65
27-FEB-2025,53063.15,53139.7,51855.4,52118.85,123353292,13501.99
25-FEB-2025,53325.25,53708.1,52955.05,53051.55,92625518,7752.5
24-FEB-2025,53313.45,53612.2,52870.4,53371.3,100593352,9052.37
21-FEB-2025,54617.5,55110.35,53700.35,53919.65,162254672,13380.6
20-FEB-2025,53814.85,54760.05,53551.05,54703.7,114541912,11126.77
19-FEB-2025,52784.35,54101,52462.75,53934.85,158990357,13444.28
18-FEB-2025,53278.7,53419.8,52416.65,53095.15,93758213,8562.49
17-FEB-2025,52442.1,53221.65,51616.35,53149.6,112348024,9455.69
14-FEB-2025,54669.05,54729,52443.6,52987.5,105092682,10038.89
13-FEB-2025,54520.5,55222.9,54255,54415.9,109338714,10803.07
12-FEB-2025,54418.2,54888.1,53058.05,54423.35,136814403,14386.67
11-FEB-2025,56594.2,56642.75,54275.6,54642.45,94784075,10209.12
10-FEB-2025,57998.05,58044.55,56327.85,56546.55,96451184,10545.25
07-FEB-2025,57580.75,58180.95,57142.3,57935.95,97824041,9710.61
06-FEB-2025,58776.8,58813.45,57393.45,57517.75,98538289,10376.88
05-FEB-2025,57996.65,58826.7,57976.6,58459.9,152065464,13571.43
04-FEB-2025,57023.8,57829.7,56909.5,57726.65,154086432,12843.09
03-FEB-2025,56382.7,56712.05,55709.85,56662.8,199712491,13832.85
01-FEB-2025,57389.05,57653.15,55976.6,56888,223085979,15351.59
31-JAN-2025,56388.8,57281.4,56194.15,57144.4,200156727,15618.31
30-JAN-2025,56991.5,57200.6,56004.75,56177.7,135475358,12769.73
29-JAN-2025,55061.5,56820.7,55054.05,56760.5,113274335,9633.72
28-JAN-2025,56024.7,56146.05,54448.2,55072.5,198925638,15260.36
27-JAN-2025,57375.1,57430.75,55937.5,56094.3,126600892,10709.05
24-JAN-2025,58976.65,59140.2,57859.2,58027.2,153010934,14316.6
23-JAN-2025,57636.65,59178.2,57555.35,58929.95,160602920,16700.72
22-JAN-2025,58355.5,58401.55,56543.3,57419.35,171563443,15802.42
21-JAN-2025,60252.25,60289.65,58199.8,58287,134903979,14353.84
20-JAN-2025,60062.05,60311.35,59260.4,60161.5,166685447,13203.68
17-JAN-2025,59981.9,60008.4,59355.4,59705.95,146862575,10921.41
16-JAN-2025,59930.15,60433.6,59822.8,59963.25,154575050,13228.64
15-JAN-2025,59437.3,59817.6,58834.9,59422,150485734,15265.54
14-JAN-2025,58243.15,59289.1,58241.75,59142.6,147756533,13194.9
13-JAN-2025,59889,59996.15,57734.85,57954.3,203785283,14629.2
10-JAN-2025,61995.95,62178.8,60614.5,60692.25,132292612,10638.22
09-JAN-2025,63103.1,63119.25,61899.1,62014.9,102482355,9024.81
08-JAN-2025,64330,64339,62383.3,63100.8,133564110,12468.98
07-JAN-2025,63825.05,64472.15,63793.4,64146.55,119619783,10481.89
06-JAN-2025,65324.25,65387.7,63398.85,63547.55,117195595,10046.72
03-JAN-2025,65512.25,65656.2,65073,65179.65,126015148,9661.36
02-JAN-2025,64795.85,65440.65,64554.55,65389.7,114247182,9400.44
01-JAN-2025,64388,64697.3,64075.3,64644.85,84079515,6740.7
31-DEC-2024,63886.45,64528.95,63241.1,64397,113327774,11056.08
30-DEC-2024,64882.15,65132.4,64188.65,64398,334250635,16260.3
27-DEC-2024,65320.05,65545.95,64826.9,64881.65,117283457,6378.6
26-DEC-2024,65138.15,65292.35,64559.95,65200.05,110900987,7178.53
24-DEC-2024,65390.45,65435.55,64725.7,65038.9,106518633,6134.14
23-DEC-2024,65359.1,65712.9,64612.6,65304.3,159665579,8490.29
20-DEC-2024,67138.75,67196.2,64862.8,64986.65,197981415,10953.56
19-DEC-2024,65795.75,67004.9,65771.05,66948.3,128656704,9564.12
18-DEC-2024,67717.85,67749.95,66725.25,67119,157698660,9699.14
17-DEC-2024,68144.1,68439.8,67491.5,67633.85,129712786,11243.79
16-DEC-2024,67550.9,68157.55,67511.85,68099.65,115344649,10837.28
13-DEC-2024,67432.4,67539.45,66139.8,67266.25,177532887,9216.98
12-DEC-2024,67927.85,68073.7,67470.8,67589.85,152478048,8960.93
11-DEC-2024,67422.5,67928.3,67333.65,67864.25,133099753,7782.01
10-DEC-2024,67445.6,67507.35,67006.6,67410.85,175631586,10268.15
09-DEC-2024,66974.75,67543.45,66881.85,67372.7,244346394,12492.42
06-DEC-2024,66454.2,66979.9,66311.75,66915.25,264414375,13816.2
05-DEC-2024,66152.6,66337.45,65596.1,66221.6,204926170,15850.11
04-DEC-2024,65339.05,65860.2,65168.65,65789.7,223336486,13084.78
03-DEC-2024,65001.55,65142.05,64757.05,65031.3,177995495,11019.24
02-DEC-2024,63790.15,64579.45,63615.45,64463.85,127391081,10223.15
29-NOV-2024,63773.75,64077.45,63472.05,63774,176613228,9580.02
28-NOV-2024,63653.9,64182.25,63417.5,63698.05,185560737,9638.62
27-NOV-2024,63293.55,63541.3,62801.2,63499.2,138540414,9114.92
26-NOV-2024,63649,63906.7,63014,63102.85,143467677,9793.26
25-NOV-2024,63544.8,63949.35,63328.4,63486.55,386512869,30916.49
22-NOV-2024,61532.15,62286.4,61357.4,62176.5,154713074,7602.14
21-NOV-2024,61777.95,61885.3,60969.85,61445.4,223113484,9721.37
19-NOV-2024,61609.3,62385.5,61525.05,61755.85,166980901,8608.94
18-NOV-2024,61508.65,61749.55,60912.6,61279.3,164266445,9025.44
14-NOV-2024,61051.25,61920.45,61018.15,61291.55,145335030,8377.63
13-NOV-2024,62631.5,62678.75,60823.5,60998.7,168459771,9412.57
12-NOV-2024,63571.35,64070,62560.5,62785.65,154196217,9532.91
11-NOV-2024,63441.35,63799.9,62898.95,63328.9,141389945,8526.04
08-NOV-2024,64822.65,64838.35,63458.15,63624.35,195541407,10544.71
07-NOV-2024,65127.8,65473.4,64743.85,64828.1,189250538,11319.36
06-NOV-2024,63347.5,64904.65,63347.5,64817.1,236838255,15182.77
05-NOV-2024,62680.6,63042.9,61891.2,62971.6,222189983,11939.42
04-NOV-2024,63498.65,63499.05,62331.5,62677.7,177814917,9036.83
01-NOV-2024,63496.1,63641.55,63287.7,63437.35,29898583,1312.06
31-OCT-2024,63109.25,63308.75,62603.4,63043.1,161684871,8836.07
30-OCT-2024,63020.3,63712.3,62653.05,63049.8,204231599,10996.35
29-OCT-2024,62434.85,63179.1,61703.5,63088.5,195827461,10815.15
28-OCT-2024,61932.55,62494.25,61370.25,62208,243806295,11006.31
25-OCT-2024,63326.1,63350.55,60835.6,61750.65,248259671,15412.44
